,matter,injection_params,weight,size,is_defect,platemark,type,price_before_takeoff
13823,gold,"28 Цирконий кр 0,90 0,03",2.2,18.5,0,585,decorative,1107.48
13824,gold,"28 Цирконий кр 0,90 0,03",1.95,16.5,0,585,decorative,941.21
13826,gold,"28 Цирконий кр 0,90 0,03",1.96,16.5,0,585,decorative,986.66
13827,gold,"28 Цирконий кр 0,90 0,03",2.05,17.5,0,585,decorative,1032.01
13828,gold,"1 Корунд синт. сапфир Кр 1,5; 1 Корунд синт. сапфир Кр 1,75; 2 Корунд синт. сапфир Марк 4*2; 1 Корунд синт. сапфир Гр 5*3",1.13,16.0,0,585,decorative,507.44
13829,gold,"1 Корунд синт. сапфир Кр 1,5; 1 Корунд синт. сапфир Кр 1,75; 2 Корунд синт. сапфир Марк 4*2; 1 Корунд синт. сапфир Гр 5*3",1.22,17.0,0,585,decorative,592.09
13830,gold,"1 Корунд синт. сапфир Кр 1,5; 1 Корунд синт. сапфир Кр 1,75; 2 Корунд синт. сапфир Марк 4*2; 1 Корунд синт. сапфир Гр 5*3",1.1,16.0,0,585,decorative,552.15
13831,gold,"1 Корунд синт. сапфир Кр 1,5; 1 Корунд синт. сапфир Кр 1,75; 2 Корунд синт. сапфир Марк 4*2; 1 Корунд синт. сапфир Гр 5*3",1.16,16.5,0,585,decorative,562.96
13832,gold,"1 Корунд синт. сапфир Кр 1,5; 1 Корунд синт. сапфир Кр 1,75; 2 Корунд синт. сапфир Марк 4*2; 1 Корунд синт. сапфир Гр 5*3",1.09,15.0,0,585,decorative,528.94
13833,gold,"1 Корунд синт. сапфир Кр 1,5; 1 Корунд синт. сапфир Кр 1,75; 2 Корунд синт. сапфир Марк 4*2; 1 Корунд синт. сапфир Гр 5*3",1.06,16.0,0,585,decorative,733.69
13834,gold,"1 Корунд синт. сапфир Кр 1,5; 1 Корунд синт. сапфир Кр 1,75; 2 Корунд синт. сапфир Марк 4*2; 1 Корунд синт. сапфир Гр 5*3",1.08,15.0,0,585,decorative,747.52
13835,silver,1 Топаз Круг 8,2.11,18.0,0,925,decorative,143.29
13836,silver,1 Топаз Круг 8,2.12,16.5,0,925,decorative,207.17
13837,silver,1 Топаз Круг 8,2.13,18.0,0,925,decorative,174.49
13838,silver,None,1.48,18.0,0,925,decorative,256.41
13839,gold,14 Фианит бесцветный Круг 1; 1 Фианит бесцветный Круг 3,1.34,16.0,0,585,decorative,611.71
13840,gold,14 Фианит бесцветный Круг 1; 1 Фианит бесцветный Круг 3,1.36,16.5,0,585,decorative,620.83
13841,gold,14 Фианит бесцветный Круг 1; 1 Фианит бесцветный Круг 3,1.37,16.0,0,585,decorative,625.41
13842,gold,14 Фианит бесцветный Круг 1; 1 Фианит бесцветный Круг 3,1.4,16.5,0,585,decorative,691.54
13843,gold,14 Фианит бесцветный Круг 1; 1 Фианит бесцветный Круг 3,1.43,18.0,0,585,decorative,652.8
13844,gold,14 Фианит бесцветный Круг 1; 1 Фианит бесцветный Круг 3,1.46,17.0,0,585,decorative,666.49
13845,gold,14 Фианит бесцветный Круг 1; 1 Фианит бесцветный Круг 3,1.49,17.0,0,585,decorative,680.19
13847,silver,"1 Топаз Лондон Груша 6*4; 1 Топаз Лондон Круг 2; 1 Топаз Лондон Круг 2,5; 1 Топаз Лондон Овал 5*3",1.7,17.0,0,925,decorative,125.99
13848,silver,"1 Топаз Лондон Груша 6*4; 1 Топаз Лондон Круг 2; 1 Топаз Лондон Круг 2,5; 1 Топаз Лондон Овал 5*3",1.88,17.0,0,925,decorative,139.36
13849,silver,1 Топаз Овал 9*7; 32 Фианит бесцветный Круг 1,2.48,18.0,0,925,decorative,136.67
13850,silver,"1 Ситал синт. Кр 10; 8 Фианит Кр 1,25; 8 Фианит Кр 2",3.98,17.5,0,925,decorative,1005.59
13851,silver,"18 Фианит круг 1,0=0,144; 1 Жемчуг культ. белый 10-10,5=6",3.08,18.0,0,925,decorative,535.61
13852,silver,"18 Фианит круг 1,0=0,144; 1 Жемчуг культ. белый 10-10,5=6",2.67,17.5,0,925,decorative,456.81
13853,silver,None,0.78,16.0,0,925,decorative,41.96
13854,silver,1 Гранат Круг 7; 18 Фианит бесцв. Круг 1,2.8,17.0,0,925,decorative,800.8
13855,gold,"2 фианит 1,5 Круг,2 фианит 2,0 Круг,2 фианит 2,5 Круг,1 фианит 3,0 Круг",1.19,16.0,0,585,decorative,664.32
13856,gold,"2 фианит 1,5 Круг,2 фианит 2,0 Круг,2 фианит 2,5 Круг,1 фианит 3,0 Круг",1.13,16.0,0,585,decorative,781.41
13857,gold,"2 фианит 1,5 Круг,2 фианит 2,0 Круг,2 фианит 2,5 Круг,1 фианит 3,0 Круг",1.14,17.5,0,585,decorative,788.34
13858,gold,"2 фианит 1,5 Круг,2 фианит 2,0 Круг,2 фианит 2,5 Круг,1 фианит 3,0 Круг",1.17,17.0,0,585,decorative,809.1
13859,gold,"7 фианит 1,5 Круг; 1 фианит 10,0*5,5 Табличка черный",4.92,19.0,0,585,pechatki,2267.19
13860,gold,"7 фианит 1,5 Круг; 1 фианит 10,0*5,5 Табличка черный",4.93,20.5,0,585,pechatki,2271.84
13861,gold,"7 фианит 1,5 Круг; 1 фианит 10,0*5,5 Табличка черный",4.96,20.5,1,585,pechatki,2381.64
13862,gold,1 Фианит бесцветный Круг 4,1.62,18.0,0,585,engagement,722.91
13863,gold,1 Фианит бесцветный Круг 4,1.6,17.5,0,585,engagement,935.31
13864,gold,1 Фианит бесцветный Круг 4,1.77,17.5,0,585,engagement,1034.71
13865,gold,1 Фианит бесцветный Круг 4,1.64,17.0,0,585,engagement,958.69
13866,gold,1 Фианит бесцветный Круг 4,1.8,17.5,0,585,engagement,1052.23
13867,gold,1 Фианит бесцветный Круг 4,1.75,17.5,0,585,engagement,1023.02
13868,silver,"1 Фианит Круг 1,25  =0,016  1 Фианит круг 1,0=0,008  1 Фианит круг 1,5  =0,027  1 Жемчуг белый 10-10,5=6,041",3.28,16.5,0,925,decorative,364.47
13869,gold,None,3.79,22.0,0,585,pechatki,1814.92
13870,gold,None,3.87,22.0,0,585,pechatki,1931.01
13874,gold,None,3.42,21.5,0,585,pechatki,2436.44
13875,gold,None,3.53,21.5,0,585,pechatki,2514.77
13876,gold,None,3.52,21.5,0,585,pechatki,2507.65
13877,gold,None,3.41,20.5,0,585,pechatki,2429.28
13878,silver,None,3.15,19.5,0,925,decorative,648.59
13879,silver,None,3.06,19.5,0,925,decorative,180.78
13880,silver,None,3.26,20.0,1,925,decorative,192.6
13881,silver,None,3.51,20.5,0,925,decorative,207.34
13882,silver,None,3.07,19.5,0,925,decorative,181.34
13883,silver,None,3.11,20.0,0,925,decorative,183.74
13884,gold,1 Гранат Овал 7*5; 28 Фианит бесцветный Круг 1,2.16,17.0,0,585,decorative,980.23
13885,gold,1 Гранат Овал 7*5; 28 Фианит бесцветный Круг 1,2.06,18.0,0,585,decorative,934.87
13886,silver,"2 Аметист Груша 5*3; 6 Топаз Груша 4*3; 4 Фианит ЛСК Кр 1; 2 Фианит ЛСК Кр 1,5; 1 Фианит ЛСК Кр 1,75",2.32,17.0,0,925,decorative,534.06
13887,silver,"2 Аметист Груша 5*3; 6 Топаз Груша 4*3; 4 Фианит ЛСК Кр 1; 2 Фианит ЛСК Кр 1,5; 1 Фианит ЛСК Кр 1,75",2.39,17.5,0,925,decorative,1118.76
13888,gold,"1Сапфир нат. Кр 2/2 0,19  8БРКр-57 1/5Б 0,21",1.69,18.0,0,585,decorative,1337.58
13889,gold,"1Сапфир нат. Кр 2/2 0,19  8БРКр-57 1/5Б 0,21",1.72,16.5,0,585,decorative,1458.37
13890,gold,"1Сапфир нат. Кр 2/2 0,19  8БРКр-57 1/5Б 0,21",1.78,17.0,0,585,decorative,2251.68
13891,gold,"1Сапфир нат. Кр 2/2 0,19  8БРКр-57 1/5Б 0,21",1.84,17.5,0,585,decorative,1659.48
13892,gold,"1Сапфир нат. Кр 2/2 0,19  8БРКр-57 1/5Б 0,21",1.86,17.5,0,585,decorative,1597.03
13893,gold,"1Сапфир нат. Кр 2/2 0,19  8БРКр-57 1/5Б 0,21",1.62,16.5,0,585,decorative,2336.02
13894,gold,"Родий1Сапфир нат. М 2/2 0,18 10БРКр-57 5/5A 0,06 ",1.31,17.5,0,585,decorative,1014.35
13895,silver,None,6.46,18.0,0,925,decorative,300.07
13896,silver,None,6.46,18.5,0,925,decorative,300.07
13898,silver,None,6.68,18.0,0,925,decorative,300.07
13899,silver,None,6.96,19.5,0,925,decorative,338.19
13900,silver,1 Корунд синт. сапфир Круг 10; 2 Фианит бесцветный Круг 2,3.13,17.0,0,925,decorative,164.29
13901,silver,1 Корунд синт. сапфир Круг 10; 2 Фианит бесцветный Круг 2,3.24,17.0,0,925,decorative,167.93
13902,gold,"1 Цирконий круг 3,50 0,05",2.11,18.0,0,585,engagement,1503.16
13903,gold,"1 Цирконий круг 3,50 0,05",2.11,18.5,0,585,engagement,1503.16
13904,gold,"1 Цирконий круг 3,50 0,05",2.13,17.0,0,585,engagement,1517.43
13905,gold,"1 Цирконий круг 3,50 0,05",2.22,18.5,0,585,engagement,1581.53
13906,gold,"1 Цирконий круг 3,50 0,05",2.03,18.0,0,585,engagement,1446.15
13907,gold,"1 Цирконий круг 3,50 0,05",2.06,16.5,0,585,engagement,1467.59
13908,gold,"1 Цирконий круг 3,50 0,05",2.11,16.5,0,585,engagement,1503.16
13909,gold,"1 Цирконий круг 3,50 0,05",2.11,19.0,0,585,engagement,1503.16
13910,gold,1 Топаз swiss Овал 7*5; 13 Фианит бесцветный Круг 1,1.84,18.0,0,585,decorative,1098.52
13911,silver,"6 Топаз Груша 4*3; 1 Топаз Лондон Кр 4; 12 Фианит ЛСК Кр 1; 6 Фианит ЛСК Кр 1,25",2.45,16.5,0,925,decorative,1028.41
13912,silver,"6 Топаз Груша 4*3; 1 Топаз Лондон Кр 4; 12 Фианит ЛСК Кр 1; 6 Фианит ЛСК Кр 1,25",2.62,18.0,0,925,decorative,1099.77
13914,silver,None,2.54,16.5,0,925,decorative,164.64
13916,silver,None,2.6,16.5,1,925,decorative,168.53
13919,silver,None,2.69,17.0,0,925,decorative,174.39
13920,silver,None,2.9,18.0,0,925,decorative,187.98
13921,silver,None,2.96,19.0,0,925,decorative,191.9
13922,silver,None,2.94,19.5,0,925,decorative,190.57
13923,silver,None,4.38,21.0,0,925,pechatki,301.56
13924,silver,None,4.43,21.0,0,925,pechatki,305.05
13927,silver,None,4.51,20.5,0,925,pechatki,310.51
13928,silver,None,4.38,22.5,0,925,pechatki,345.06
13929,silver,None,4.69,21.5,1,925,pechatki,369.48
13930,silver,None,4.18,20.0,0,925,pechatki,287.79
13931,silver,None,4.77,21.5,1,925,pechatki,375.78
13932,gold,None,1.7,16.0,0,585,decorative,734.84
13933,gold,"2 Гранат Груша 4*3; 1 Гранат Груша 5*3; 2 Гранат Маркиз 5*2,5; 1 Гранат Маркиз 6*3; 7 Фианит бесцветный Круг",2.5,17.5,0,585,decorative,1134.55
13934,silver,1 Ситал синт.недраг Круг 9; 2 Фианит голубой Круг 4,2.61,17.5,0,925,decorative,148.9
13935,silver,"6 Фианит 0.05Ct, 1 Топаз Нано 15.75Ct",2.66,16.5,0,925,decorative,1015.4
13936,silver,"1 Аметист Круг 8; 40 Фианит Круг 1; 2 Хризолит Маркиз 5*2,5",2.63,17.0,0,925,decorative,656.11
13937,silver,None,8.0,17.0,0,925,decorative,480.0
13939,silver,"12 Фианит круг 1,5=0,324; 1 Жемчуг белый 12-12,5=7,986",4.14,18.5,0,925,decorative,491.42
13940,silver,"12 Фианит круг 1,5=0,324; 1 Жемчуг белый 12-12,5=7,986",4.14,17.5,0,925,decorative,323.58
13941,silver,"2 Цирконий кр 2,00; 1 Цирконий синт.кр 3,00; 2 Цирконий синт.ов 6*4; 1 Цирконий синт.гр 6*4; 1 Цирконий синт.гр 7*5",2.06,18.5,0,925,decorative,70.97
13942,silver,"2 Цирконий кр 2,00; 1 Цирконий синт.кр 3,00; 2 Цирконий синт.ов 6*4; 1 Цирконий синт.гр 6*4; 1 Цирконий синт.гр 7*5",2.04,19.5,0,925,decorative,70.3
13943,gold,1 Бриллиант Кр-57-0.1ct-3/5А.,2.14,15.0,0,585,engagement,1399.65
13944,gold,1 Бриллиант Кр-57-0.1ct-3/5А.,2.32,16.0,0,585,engagement,1480.44
13945,gold,1 Бриллиант Кр-57-0.1ct-3/5А.,2.48,16.5,0,585,engagement,1552.31
13946,gold,1 Бриллиант Кр-57-0.1ct-3/5А.,2.52,16.5,0,585,engagement,1570.24
13947,silver,None,2.8,17.5,0,925,decorative,427.42
13950,silver,None,2.92,17.0,0,925,decorative,451.34
13951,silver,None,3.8,17.0,0,925,decorative,390.45
13952,silver,None,1.44,19.5,0,925,decorative,296.42
13953,silver,None,1.45,19.0,0,925,decorative,298.58
13954,silver,"1 Топаз Круг 10; 8 Фианит бесцветный Круг 1; 4 Фианит бесцветный Круг 1,25",3.09,17.5,0,925,decorative,312.52
13955,silver,"1 Топаз Круг 10; 8 Фианит бесцветный Круг 1; 4 Фианит бесцветный Круг 1,25",3.16,17.0,0,925,decorative,319.6
13956,silver,36 Фианит Круг 1; 1 Фианит Круг 5,2.13,19.5,0,925,decorative,539.4
13957,gold,"10 Фианит круг 1,0=0,08; 1 Жемчуг культ. белый 8-8,5=3,087",2.54,17.0,0,585,decorative,977.34
13960,gold,"1 Гранат Груша 6*4; 2 Гранат Круг 2,25",1.27,17.0,0,585,decorative,602.89
13962,gold,None,1.03,17.0,0,585,decorative,1052.54
13964,silver,"2 Фианит б/ц груша 4*3=0,48; 20 Фианит круг 1,0=0,16; 1 Жемчуг белый 8-8,5=3,417",2.23,18.0,0,925,decorative,82.49
13965,silver,"2 Фианит б/ц груша 4*3=0,48; 20 Фианит круг 1,0=0,16; 1 Жемчуг белый 8-8,5=3,417",2.27,18.5,0,925,decorative,83.92
13966,silver,"2 Фианит б/ц груша 4*3=0,48; 20 Фианит круг 1,0=0,16; 1 Жемчуг белый 8-8,5=3,417",2.2,16.0,0,925,decorative,141.28
13967,silver,"2 Фианит б/ц груша 4*3=0,48; 20 Фианит круг 1,0=0,16; 1 Жемчуг белый 8-8,5=3,417",2.27,16.5,0,925,decorative,145.8
13968,silver,"2 Фианит б/ц груша 4*3=0,48; 20 Фианит круг 1,0=0,16; 1 Жемчуг белый 8-8,5=3,417",2.36,17.5,0,925,decorative,151.58
13969,gold,14 Бриллиант Кр-57-0.06ct-2/5А. 6 Бриллиант Кр-57-0.08ct-2/5А. 1 Бриллиант Кр-57-0.03ct-2/5А.,1.29,15.0,0,585,decorative,1101.17
13971,gold,14 Бриллиант Кр-57-0.06ct-2/5А. 6 Бриллиант Кр-57-0.08ct-2/5А. 1 Бриллиант Кр-57-0.03ct-2/5А.,1.55,17.5,1,585,decorative,1217.18
13973,silver,None,1.31,16.0,0,925,decorative,103.9
13974,silver,None,1.36,16.0,0,925,decorative,107.89
13978,silver,None,1.51,17.0,0,925,decorative,119.79
13981,silver,None,1.59,17.5,0,925,decorative,126.1
13982,silver,None,1.63,17.5,0,925,decorative,129.29
13983,silver,None,1.65,18.5,0,925,decorative,130.89
13985,silver,None,1.35,16.0,0,925,decorative,107.1
13987,silver,None,1.56,17.0,0,925,decorative,123.69
13988,silver,None,3.3,17.5,0,925,decorative,510.05
13990,silver,None,3.21,18.5,0,925,decorative,196.68
13991,silver,None,3.51,19.0,0,925,decorative,215.06
13992,silver,None,3.54,18.0,0,925,decorative,216.93
13993,silver,"17 Фианит SWAROVSKI  Круг 1,25; 9 Фианит б/ц Круг 1,25; 23 Фианит голубой Круг 1,25",2.23,17.5,0,925,decorative,119.91
14000,silver,None,1.99,19.0,0,925,decorative,146.09
14001,gold,1 Бриллиант Кр-57-0.03ct-2/5А. 6 Бриллиант Кр-57-0.09ct-2/5А.,2.44,17.0,0,585,engagement,1878.19
14002,gold,1 Бриллиант Кр-57-0.03ct-2/5А. 6 Бриллиант Кр-57-0.09ct-2/5А.,2.8,17.5,0,585,engagement,1618.54
14003,gold,6 Бриллиант Кр-57-0.03ct-2/5А. 1 Бриллиант Кр-57-0.14ct-4/5А.,1.42,17.0,0,585,decorative,1927.69
14004,gold,6 Бриллиант Кр-57-0.03ct-2/5А. 1 Бриллиант Кр-57-0.14ct-4/5А.,1.49,16.0,0,585,decorative,1438.45
14005,gold,6 Бриллиант Кр-57-0.03ct-2/5А. 1 Бриллиант Кр-57-0.14ct-4/5А.,1.52,17.0,0,585,decorative,1451.84
14006,gold,6 Бриллиант Кр-57-0.03ct-2/5А. 1 Бриллиант Кр-57-0.14ct-4/5А.,1.59,18.0,0,585,decorative,1483.12
14007,gold,6 Бриллиант Кр-57-0.03ct-2/5А. 1 Бриллиант Кр-57-0.14ct-4/5А.,1.64,18.5,0,585,decorative,1505.45
14008,gold,6 Бриллиант Кр-57-0.03ct-2/5А. 1 Бриллиант Кр-57-0.14ct-4/5А.,1.62,17.5,0,585,decorative,1631.68
14009,gold,"1 Аметист Овал 7*5; 5 Фианит Круг 1; 14 Фианит Круг 1,25",2.98,17.5,0,585,decorative,864.2
14010,gold,"6 Топаз SWAROVSKI Круг 1,5; 1 Топаз SWAROVSKI Октагон 8*6",1.98,17.5,0,585,decorative,834.17
14011,gold,"6 Топаз SWAROVSKI Круг 1,5; 1 Топаз SWAROVSKI Октагон 8*6",1.94,16.0,0,585,decorative,825.61
14012,silver,"46 Фианит Круг 1; 2 Хризолит Груша 5*3; 3 Хризолит Круг 2,25; 8 Хризолит Маркиз 4*2",2.8,16.5,0,925,decorative,722.34
14013,gold,1 Раух-топаз Груша Бриолет 12*8; 10 Фианит коричневый Круг 1,2.72,16.5,0,585,decorative,1240.13
14014,silver,None,4.54,21.5,0,925,pechatki,235.94
14017,silver,None,4.63,21.0,0,925,pechatki,326.18
14018,silver,None,4.83,21.0,0,925,pechatki,340.18
14019,silver,None,4.14,19.5,0,925,pechatki,291.62
14020,silver,None,4.04,19.0,0,925,pechatki,318.27
14021,silver,None,4.8,22.5,0,925,pechatki,378.19
14022,silver,None,4.79,22.0,0,925,pechatki,377.4
14023,silver,None,4.43,21.0,1,925,pechatki,349.0
14024,silver,None,4.71,22.0,0,925,pechatki,371.1
14025,silver,"1 Фианит Swarovski Круг 6,00 0,295, 14 Фианит Круг 1,25 0,047",1.67,18.5,0,925,engagement,122.19
14027,gold,None,1.73,16.0,0,585,decorative,734.35
14028,gold,None,1.76,16.0,0,585,decorative,747.08
14029,gold,None,1.85,17.5,0,585,decorative,785.29
14030,gold,None,1.88,18.5,0,585,decorative,798.04
14031,gold,None,1.81,16.5,0,585,decorative,1009.74
14033,gold,None,1.94,19.0,0,585,decorative,907.98
14034,silver,1 Топаз Овал 9*7; 14 Фианит бесцв. Круг 1,2.59,17.5,0,925,decorative,667.52
14035,silver,1 Топаз Овал 9*7; 14 Фианит бесцв. Круг 1,2.61,17.5,0,925,decorative,689.04
14036,gold,None,2.08,17.0,0,585,decorative,996.67
14037,silver,None,4.67,21.0,0,925,pechatki,264.37
14038,silver,None,4.65,20.5,0,925,pechatki,263.28
14040,silver,None,4.76,20.5,0,925,pechatki,269.51
14041,silver,None,4.82,21.0,0,925,pechatki,272.86
14042,silver,None,2.0,16.0,0,925,decorative,516.9
14044,silver,None,5.48,18.0,0,925,decorative,192.68
14045,gold,1 Фианит бесцв. Круг 3,1.11,16.0,0,585,decorative,464.83
14046,gold,1 Фианит бесцв. Круг 3,1.13,16.5,0,585,decorative,558.37
14047,gold,1 Фианит бесцв. Круг 3,1.18,17.5,0,585,decorative,632.27
14048,silver,"2 Фианит круг 1,0=0,016  3 Фианит Круг 1,25  =0,048  1 Жемчуг белый 10-10,5=5,789",2.65,16.0,0,925,decorative,260.39
14050,gold,None,1.69,17.0,0,585,decorative,790.5
14051,gold,None,1.69,18.0,0,585,decorative,790.5
14052,silver,"12 Фианит Круг 1,00 0,021, 30 Фианит Круг 1,25 0,101",2.3,19.5,0,925,decorative,538.08
14053,silver,"12 Фианит Круг 1,00 0,021, 30 Фианит Круг 1,25 0,101",2.35,19.0,0,925,decorative,549.95
14054,silver,"12 Фианит Круг 1,00 0,021, 30 Фианит Круг 1,25 0,101",1.99,17.0,0,925,decorative,145.63
14055,silver,"12 Фианит Круг 1,00 0,021, 30 Фианит Круг 1,25 0,101",2.28,19.5,0,925,decorative,722.99
14056,gold,None,2.11,17.0,0,585,decorative,924.5
14057,gold,None,1.32,16.0,0,585,decorative,598.08
14058,gold,None,1.25,18.0,0,585,decorative,730.43
14059,gold,None,1.31,18.0,0,585,decorative,765.43
14060,gold,None,2.98,17.5,0,585,decorative,1105.67
14061,silver,"1 Аметист Кр 5; 8 Топаз Кр 3; 4 Фианит ЛСК Кр 1; 4 Фианит ЛСК Кр 1,25",2.34,16.5,0,925,decorative,538.74
14062,silver,"1 Аметист Кр 5; 8 Топаз Кр 3; 4 Фианит ЛСК Кр 1; 4 Фианит ЛСК Кр 1,25",2.36,16.5,0,925,decorative,1104.29
14063,silver,None,1.31,18.5,0,925,decorative,56.66
14064,silver,None,1.2,16.0,0,925,decorative,51.86
14065,silver,None,1.3,18.5,0,925,decorative,56.19
14066,silver,None,1.27,16.0,0,925,decorative,54.9
14067,silver,None,1.31,17.5,0,925,decorative,56.66
14068,silver,None,1.31,18.0,0,925,decorative,56.66
14069,silver,None,1.18,16.5,0,925,decorative,56.04
14070,silver,None,1.22,17.0,0,925,decorative,58.61
14071,silver,"6 Куб. Цирконий кр 1,50;4 Куб. Цирконий кр 1,50",0.93,17.5,0,925,decorative,50.53
14072,silver,"2 Аметист Гр 5*3; 2 Аметист Кр 2,25; 2 Аметист Маркиз 5*2,5; 1 Аметист Овал 7*5",2.04,17.5,0,925,decorative,139.82
14073,silver,"2 Аметист Гр 5*3; 2 Аметист Кр 2,25; 2 Аметист Маркиз 5*2,5; 1 Аметист Овал 7*5",1.92,17.5,0,925,decorative,270.22
14074,silver,"2 Аметист Гр 5*3; 2 Аметист Кр 2,25; 2 Аметист Маркиз 5*2,5; 1 Аметист Овал 7*5",2.02,18.0,0,925,decorative,284.25
14075,gold,1 Бриллиант Кр-57-0.03ct-2/5А.,1.68,17.5,0,585,engagement,843.76
14076,gold,"14 фианит Сваровски 1,0 Круг,1 фианит Сваровски 5,0 Круг",1.47,18.0,0,585,decorative,1014.58
14078,silver,1 Раух-топаз Круг 8; 10 Фианит б/ц Круг 1,2.62,18.0,0,925,decorative,139.93
14079,silver,"2 Фианит круг 1,0=0,016  4 Фианит Круг 1,25  =0,064  4 Фианит круг 1,5  =0,108  1 Жемчуг белый 8-8,5",3.23,17.0,0,925,decorative,206.49
14080,silver,"1 Фианит круг 6,0=1,46; 6 Фианит круг 1,25=0,096",1.75,18.5,0,925,decorative,100.61
14081,silver,"1 Фианит круг 6,0=1,46; 6 Фианит круг 1,25=0,096",1.73,17.5,0,925,decorative,99.54
14082,silver,"1 Фианит круг 6,0=1,46; 6 Фианит круг 1,25=0,096",1.72,17.0,0,925,decorative,98.92
14083,silver,"1 Фианит круг 6,0=1,46; 6 Фианит круг 1,25=0,096",1.74,17.5,0,925,decorative,100.08
14084,silver,"32 Фианит круг 1,0=0,256; 1 Жемчуг культ. белый 8-8,5=3,038",2.24,16.5,0,925,decorative,427.41
14085,silver,"32 Фианит круг 1,0=0,256; 1 Жемчуг культ. белый 8-8,5=3,038",2.28,16.5,0,925,decorative,427.41
14086,silver,"32 Фианит круг 1,0=0,256; 1 Жемчуг культ. белый 8-8,5=3,038",2.2,16.5,0,925,decorative,571.19
14087,silver,"5 Фианит Кр 0,8=0,025; 10 Фианит Кр 1,0=0,08; 1 Жемчуг белый 8-8,5=3,392",2.51,17.5,0,925,decorative,87.4
14088,silver,"5 Фианит Кр 0,8=0,025; 10 Фианит Кр 1,0=0,08; 1 Жемчуг белый 8-8,5=3,392",2.61,17.0,0,925,decorative,90.88
14089,gold,"14 Бриллиант Кр-57-0.06ct-3/6А, 1 Бриллиант Кр-57-0.03ct-3/6А, 6 Бриллиант Кр-57-0.08ct-3/6А",1.42,17.0,0,585,engagement,1494.51
14090,gold,"14 Бриллиант Кр-57-0.06ct-3/6А, 1 Бриллиант Кр-57-0.03ct-3/6А, 6 Бриллиант Кр-57-0.08ct-3/6А",1.31,15.0,0,585,engagement,1389.94
14091,gold,"14 Бриллиант Кр-57-0.06ct-3/6А, 1 Бриллиант Кр-57-0.03ct-3/6А, 6 Бриллиант Кр-57-0.08ct-3/6А",1.34,15.5,0,585,engagement,1409.64
14092,gold,"14 Бриллиант Кр-57-0.06ct-3/6А, 1 Бриллиант Кр-57-0.03ct-3/6А, 6 Бриллиант Кр-57-0.08ct-3/6А",1.36,16.5,0,585,engagement,1422.76
14093,gold,"14 Бриллиант Кр-57-0.06ct-3/6А, 1 Бриллиант Кр-57-0.03ct-3/6А, 6 Бриллиант Кр-57-0.08ct-3/6А",1.4,16.5,0,585,engagement,1449.04
14095,gold,"14 Бриллиант Кр-57-0.06ct-3/6А, 1 Бриллиант Кр-57-0.03ct-3/6А, 6 Бриллиант Кр-57-0.08ct-3/6А",1.41,16.0,0,585,engagement,1455.6
14096,gold,"14 Бриллиант Кр-57-0.06ct-3/6А, 1 Бриллиант Кр-57-0.03ct-3/6А, 6 Бриллиант Кр-57-0.08ct-3/6А",1.28,15.0,0,585,engagement,1370.23
14097,silver,None,3.36,17.0,0,925,decorative,293.4
14098,silver,None,3.41,16.5,0,925,decorative,297.76
14099,gold,None,3.45,17.5,0,585,decorative,1630.68
14100,gold,None,3.48,18.0,0,585,decorative,1644.89
14101,gold,None,3.51,18.0,0,585,decorative,1659.04
14103,silver,1 Топаз Круг 8; 30 Фианит ЛСК Круг 1; 48 Фианит ЛСК Круг 1,4.56,18.0,0,925,decorative,682.31
14104,silver,1 Топаз Круг 8; 30 Фианит ЛСК Круг 1; 48 Фианит ЛСК Круг 1,4.75,17.5,0,925,decorative,710.84
14105,silver,None,5.38,17.0,0,925,decorative,217.84
14106,silver,None,6.27,19.0,0,925,decorative,253.87
14107,silver,None,6.66,16.5,0,925,decorative,269.66
14108,silver,None,5.9,18.0,1,925,decorative,466.57
14109,silver,None,6.05,17.0,0,925,decorative,478.43
14110,silver,None,5.97,18.0,0,925,decorative,472.17
14111,gold,1 Изумруд Ов-1.14ct-3/4А,2.53,17.5,0,585,decorative,3005.59
14112,gold,1 Изумруд Ов-1.14ct-3/4А,2.55,17.0,0,585,decorative,3018.72
14113,gold,1 Изумруд Ов-1.14ct-3/4А,2.65,18.0,0,585,decorative,3084.36
14114,silver,"2 Топаз Гр 5*3; 2 Топаз Кр 2,25; 2 Топаз Маркиз 5*2,5; 1 Топаз Овал 7*5",2.01,17.5,0,925,decorative,158.33
14115,silver,"2 Топаз Гр 5*3; 2 Топаз Кр 2,25; 2 Топаз Маркиз 5*2,5; 1 Топаз Овал 7*5",2.01,18.0,0,925,decorative,158.33
14116,silver,"2 Топаз Гр 5*3; 2 Топаз Кр 2,25; 2 Топаз Маркиз 5*2,5; 1 Топаз Овал 7*5",2.06,18.0,0,925,decorative,162.25
14117,silver,"2 Топаз Гр 5*3; 2 Топаз Кр 2,25; 2 Топаз Маркиз 5*2,5; 1 Топаз Овал 7*5",1.95,18.0,0,925,decorative,221.11
14118,silver,"2 Топаз Гр 5*3; 2 Топаз Кр 2,25; 2 Топаз Маркиз 5*2,5; 1 Топаз Овал 7*5",2.05,17.0,0,925,decorative,232.39
14119,silver,"1 Фианит круг 2,0=0,065",3.85,21.0,0,925,decorative,332.33
14120,gold,None,4.42,18.5,0,585,decorative,1977.46
14121,gold,None,4.59,17.5,0,585,decorative,2053.29
