,matter,injection_params,weight,size,is_defect,platemark,type,price_before_takeoff
10238,gold,None,4.13,23.0,0,585,pechatki,2942.25
10239,gold,"5БРКр-57 5/2A 0,15",3.71,18.0,0,585,decorative,2349.54
10240,gold,"5БРКр-57 5/2A 0,15",3.51,17.0,0,585,decorative,2411.62
10241,gold,"5БРКр-57 5/2A 0,15",3.78,17.0,0,585,decorative,2582.65
10242,gold,"3 Фианит б/ц Круг 1,5; 4 Фианит арктик Круг 1,5; 3 Фианит яркий аметист Круг 1,5; 3 Фианит ярко-зеленый Круг 1,5",0.78,16.5,0,375,decorative,405.9
10243,gold,"1 Топаз Лондон Овал 6*4; 6 Фианит бесцветный Круг 0,8; 4 Фианит бесцветный Круг 1",1.24,16.0,0,585,decorative,577.8
10244,gold,1 Бриллиант Кр-57-0.24ct-4/5А,3.02,17.5,0,585,engagement,2747.81
10245,gold,1 Бриллиант Кр-57-0.24ct-4/5А,3.0,16.0,0,585,engagement,3021.75
10246,gold,1 Бриллиант Кр-57-0.24ct-4/5А,3.28,19.0,0,585,engagement,3523.41
10247,gold,1 Бриллиант Кр-57-0.24ct-4/5А,3.37,19.5,0,585,engagement,3919.11
10249,gold,1 Бриллиант Кр-57-0.11ct-3/5А.,2.19,16.0,1,585,engagement,1434.89
10250,gold,1 Бриллиант Кр-57-0.11ct-3/5А.,2.21,16.0,0,585,engagement,1443.86
10251,gold,1 Бриллиант Кр-57-0.11ct-3/5А.,2.38,17.0,0,585,engagement,1520.11
10252,gold,"1 Фианит Круг 1,25  =0,016  1 Жемчуг белый 8-8,5 =3,289",2.62,17.0,0,585,decorative,3799.0
10253,silver,1 Топаз Круг 6,1.88,18.0,0,925,decorative,79.45
10254,silver,1 Топаз Круг 6,1.7,17.5,0,925,decorative,90.8
10255,silver,1 Топаз Круг 6,1.75,17.5,0,925,decorative,93.5
10256,silver,1 Топаз Круг 6,1.88,18.5,0,925,decorative,100.37
10257,gold,"5 Фианит круг 1,5=0,135; 3 Фианит Круг 1,25=0,048; 2 Фианит круг 1,0=0,016; 1 Жемчуг белый 8-8,5=3,138",2.38,16.0,0,585,decorative,310.0
10258,gold,42 Бриллиант Кр-17-0.15ct-2/3А.,1.16,16.0,0,585,decorative,1029.64
10259,gold,None,1.44,15.5,0,585,decorative,667.74
10260,gold,None,1.58,15.0,0,585,decorative,800.9
10262,silver,None,1.57,16.0,0,925,decorative,99.19
10263,silver,None,1.7,18.0,0,925,decorative,92.75
10268,silver,None,1.77,18.0,1,925,decorative,97.6
10270,silver,None,1.57,16.5,0,925,decorative,99.19
10271,silver,None,1.54,16.5,0,925,decorative,99.81
10273,silver,None,1.6,17.0,0,925,decorative,101.06
10276,silver,None,2.6,16.0,0,925,decorative,350.56
10277,silver,None,6.38,17.5,0,925,decorative,277.79
