,matter,injection_params,weight,size,is_defect,platemark,type,price_before_takeoff,price_after_discount
9592,gold,"1БРКр-57 4/4A 0,11  6БРКр-57 3/6Б 0,05",2.07,16.0,0,585,engagement,2207.08,1765.66
9593,gold,"1БРКр-57 4/4A 0,11  6БРКр-57 3/6Б 0,05",2.08,16.5,0,585,engagement,2295.2,1836.16
9594,gold,"1БРКр-57 4/4A 0,11  6БРКр-57 3/6Б 0,05",2.09,16.5,0,585,engagement,2299.21,1839.37
9595,gold,"1БРКр-57 4/4A 0,11  6БРКр-57 3/6Б 0,05",2.18,17.0,0,585,engagement,2335.87,1868.70
9596,gold,"1БРКр-57 4/4A 0,11  6БРКр-57 3/6Б 0,05",2.19,17.0,0,585,engagement,2339.93,1871.94
9597,silver,None,1.84,15.5,0,925,decorative,341.91,68.38
9598,silver,None,1.91,15.0,0,925,decorative,341.91,68.38
9599,silver,None,1.72,16.0,0,925,decorative,111.52,66.91
9600,silver,None,1.72,16.0,0,925,decorative,61.71,37.03
9601,silver,None,1.74,16.0,0,925,decorative,62.45,37.47
9602,silver,None,1.77,16.0,0,925,decorative,85.92,51.55
9603,silver,None,1.77,16.0,0,925,decorative,63.56,38.14
9604,silver,None,1.8,16.0,0,925,decorative,64.6,38.76
9605,silver,None,1.58,16.5,0,925,decorative,76.72,46.03
9606,silver,None,1.62,17.0,0,925,decorative,105.06,63.03
9607,silver,None,1.55,16.5,0,925,decorative,97.94,58.77
9608,silver,None,1.55,16.5,0,925,decorative,100.52,60.31
9609,silver,None,1.58,17.5,0,925,decorative,99.81,59.89
9610,silver,None,1.59,16.5,0,925,decorative,100.44,60.26
9611,silver,None,1.74,15.5,0,925,decorative,109.93,65.96
9612,silver,None,1.66,17.0,0,925,decorative,107.62,64.57
9613,silver,None,1.67,18.5,0,925,decorative,108.25,64.95
9614,silver,None,1.69,18.0,0,925,decorative,109.58,65.75
9615,silver,None,1.7,17.0,0,925,decorative,110.19,66.11
9616,silver,None,1.81,16.0,0,925,decorative,117.31,70.39
9617,silver,None,1.81,16.0,0,925,decorative,117.31,70.39
9618,silver,None,1.85,16.0,0,925,decorative,119.97,71.98
9619,silver,None,1.86,16.0,0,925,decorative,120.58,72.35
9620,silver,None,1.62,16.5,0,925,decorative,105.06,63.04
9621,silver,None,1.82,16.0,0,925,decorative,118.01,70.81
9622,gold,"17 Бриллиант Кр-57-0.08ct-3/6А, 1 Бриллиант Кр-57-0.1ct-3/5А",1.42,17.0,0,585,engagement,1656.49,1242.37
9623,gold,"17 Бриллиант Кр-57-0.08ct-3/6А, 1 Бриллиант Кр-57-0.1ct-3/5А",1.38,16.5,0,585,engagement,1606.91,1205.18
9624,gold,"17 Бриллиант Кр-57-0.08ct-3/6А, 1 Бриллиант Кр-57-0.1ct-3/5А",1.39,16.5,0,585,engagement,1613.5,1210.13
9625,gold,"17 Бриллиант Кр-57-0.08ct-3/6А, 1 Бриллиант Кр-57-0.1ct-3/5А",1.39,16.5,0,585,engagement,1613.5,1210.13
9626,gold,1 Бриллиант Кр-57-0.04ct-2/5А.,1.79,17.5,0,585,engagement,1185.55,889.16
9627,gold,1 Бриллиант Кр-57-0.04ct-2/5А.,1.94,17.5,0,585,engagement,1121.11,840.83
9628,silver,None,5.77,19.0,0,925,decorative,273.15,191.21
9629,gold,"4Рубин иск. 0,33  1Рубин иск. 0,11  6БРКр-57 3/5Б 0,06",1.51,17.0,0,585,decorative,1131.29,905.03
9630,silver,1 Фианит Swarovski Круг; 8 Фианит Круг,1.12,15.5,0,925,decorative,45.21,27.13
9631,silver,1 Фианит Swarovski Круг; 8 Фианит Круг,1.14,16.5,0,925,decorative,83.47,50.08
9632,silver,1 Фианит Swarovski Круг; 8 Фианит Круг,1.16,16.5,0,925,decorative,84.89,50.93
9633,silver,1 Фианит Swarovski Круг; 8 Фианит Круг,1.21,18.0,0,925,decorative,88.54,53.12
9634,silver,1 Фианит Swarovski Круг; 8 Фианит Круг,1.17,17.5,0,925,decorative,85.61,51.37
9635,silver,1 Фианит Swarovski Круг; 8 Фианит Круг,1.22,18.0,0,925,decorative,89.24,53.55
9636,silver,1 Фианит Swarovski Круг; 8 Фианит Круг,1.17,17.0,0,925,decorative,85.61,51.37
9637,silver,1 Фианит Swarovski Круг; 8 Фианит Круг,1.14,16.0,0,925,decorative,62.34,37.40
9638,gold,None,4.41,21.0,0,585,pechatki,2067.23,1240.34
9639,gold,None,4.02,18.5,0,585,pechatki,1764.9,1058.94
9640,silver,"1 фианит Круг 6,0=1,46; 20 Фианит круг 1,0=0,16",2.2,16.5,0,925,decorative,225.35,45.07
9641,silver,"1 фианит Круг 6,0=1,46; 20 Фианит круг 1,0=0,16",2.25,17.5,0,925,decorative,230.58,46.12
9642,silver,"1 фианит Круг 6,0=1,46; 20 Фианит круг 1,0=0,16",2.1,15.5,0,925,decorative,427.41,85.48
9643,silver,"1 фианит Круг 6,0=1,46; 20 Фианит круг 1,0=0,16",2.16,16.5,0,925,decorative,77.5,46.50
9644,silver,"1 фианит Круг 6,0=1,46; 20 Фианит круг 1,0=0,16",2.11,15.5,0,925,decorative,75.75,45.45
9645,silver,"1 фианит Круг 6,0=1,46; 20 Фианит круг 1,0=0,16",2.09,16.0,0,925,decorative,83.2,49.92
9646,silver,"1 фианит Круг 6,0=1,46; 20 Фианит круг 1,0=0,16",2.16,18.0,0,925,decorative,85.97,51.58
9647,silver,"1 фианит Круг 6,0=1,46; 20 Фианит круг 1,0=0,16",2.02,16.0,0,925,decorative,98.07,58.84
9648,gold,"12 Бр Круг 17 0,104 2/3А; 16 Бр Круг 17 0,061 2/3А; 1 0,350 Сапфир нат. Круг 5 2/2",2.22,18.0,0,585,decorative,1710.11,1282.58
9649,gold,"1 Фианит бесцветный Круг 3,5",1.02,16.0,0,375,decorative,371.8,223.08
9650,gold,"1 Фианит бесцветный Круг 3,5",1.19,15.5,0,375,decorative,451.28,270.77
9651,silver,"15 Фианит круг 1,0=0,12; 1 Жемчуг белый 8-8,5=3,45",2.54,17.0,0,925,decorative,427.41,85.48
9652,silver,"15 Фианит круг 1,0=0,12; 1 Жемчуг белый 8-8,5=3,45",2.44,17.5,0,925,decorative,149.55,89.73
9653,silver,"15 Фианит круг 1,0=0,12; 1 Жемчуг белый 8-8,5=3,45",2.45,18.0,0,925,decorative,150.16,90.10
9654,silver,"15 Фианит круг 1,0=0,12; 1 Жемчуг белый 8-8,5=3,45",2.55,17.5,0,925,decorative,156.29,93.77
9655,gold,42 Бриллиант Кр-17-0.15ct-2/3А.,1.11,17.0,0,585,decorative,786.8,590.10
9656,gold,1 Бриллиант Кр-57-0.04ct-2/5А.,1.56,18.0,0,585,engagement,912.52,684.39
9657,silver,1 Кристалл SWFR  Круг 15,4.43,16.0,0,925,decorative,230.45,138.27
9658,silver,1 Кристалл SWFR  Круг 15,4.37,17.5,0,925,decorative,227.33,136.40
9659,silver,1 Кристалл SWFR  Круг 15,4.43,16.5,0,925,decorative,230.45,138.27
9660,silver,1 Кристалл SWFR  Круг 15,4.43,17.0,0,925,decorative,230.45,138.27
9661,silver,None,2.56,19.0,0,925,decorative,127.08,76.25
9662,silver,None,2.32,17.5,0,925,decorative,146.6,87.96
9663,silver,None,2.08,16.0,0,925,decorative,131.41,78.85
9664,silver,None,2.37,19.5,0,925,decorative,149.71,89.83
9665,silver,None,2.45,15.0,0,925,decorative,154.77,92.86
9666,silver,None,2.5,18.5,0,925,decorative,157.98,94.79
9667,silver,None,2.37,18.5,0,925,decorative,149.71,89.83
9668,silver,None,2.17,16.5,0,925,decorative,137.1,82.26
9669,silver,None,2.38,17.5,0,925,decorative,150.34,90.21
9670,silver,None,2.57,15.5,0,925,decorative,162.32,97.39
9671,silver,None,2.28,16.5,0,925,decorative,110.92,66.55
9672,silver,None,2.35,19.5,0,925,decorative,152.37,91.42
9673,silver,None,2.36,17.5,0,925,decorative,153.0,91.80
9674,silver,None,2.36,19.5,0,925,decorative,153.0,91.80
9675,silver,None,2.39,19.0,0,925,decorative,154.97,92.98
9676,silver,None,2.55,15.5,0,925,decorative,165.34,99.20
9677,silver,None,2.23,16.0,0,925,decorative,144.57,86.74
9678,silver,None,2.38,19.0,0,925,decorative,154.34,92.60
9679,silver,1 Фианит бесцветный Круг 6,2.08,17.0,0,925,engagement,341.91,68.38
9680,gold,None,4.04,21.5,0,585,pechatki,2075.27,1245.16
9681,gold,None,3.68,19.5,1,585,pechatki,2054.25,821.70
9682,gold,"32 Бр Круг 17 0,113 2/3А; 1 0,372 Сапфир Круг 4,5 2/2",2.05,17.0,0,585,decorative,1378.4,964.88
9683,gold,"32 Бр Круг 17 0,113 2/3А; 1 0,372 Сапфир Круг 4,5 2/2",1.99,17.0,0,585,decorative,1339.75,1004.81
9684,gold,"32 Бр Круг 17 0,113 2/3А; 1 0,372 Сапфир Круг 4,5 2/2",1.92,16.5,0,585,decorative,1543.55,1157.66
9691,gold,8 Бриллиант Кр-57-0.11ct-2/5А. 1 Бриллиант Кр-57-0.09ct-3/5А.,3.99,19.0,0,585,engagement,2565.77,1796.04
9692,gold,5 Фианит SW Граф Орлов недраг Круг 3,1.41,17.0,0,585,decorative,663.35,398.01
9693,gold,5 Фианит SW Граф Орлов недраг Круг 3,1.44,17.0,0,585,decorative,677.49,406.49
9694,gold,5 Фианит SW Граф Орлов недраг Круг 3,1.39,17.5,0,585,decorative,660.83,396.50
9695,silver,None,1.94,18.5,0,925,decorative,118.55,71.13
9696,silver,None,1.89,17.0,0,925,decorative,116.86,70.12
9697,silver,None,1.83,18.0,0,925,decorative,113.13,67.88
9698,silver,None,1.86,18.0,0,925,decorative,115.0,69.00
9699,silver,None,1.9,17.0,0,925,decorative,117.48,70.49
9700,gold,"1 Фианит б/ц Круг 4,5; 20 Фианит б/ц Круг 1",1.63,17.0,0,585,decorative,772.29,386.15
9701,gold,"1 Фианит б/ц Круг 4,5; 20 Фианит б/ц Круг 1",1.59,17.5,0,585,decorative,753.31,376.66
9702,silver,None,2.06,17.5,0,925,decorative,226.62,45.32
9703,gold,"2 Корунд синт. сапфир Груша 5*3; 6 Корунд синт. сапфир Круг 2,25; 2 Корунд синт. сапфир Круг 3,25; 1 Корунд синт. сапфир Овал 6*4",2.06,16.5,0,585,decorative,815.37,489.22
9704,gold,"2 Корунд синт. сапфир Груша 5*3; 6 Корунд синт. сапфир Круг 2,25; 2 Корунд синт. сапфир Круг 3,25; 1 Корунд синт. сапфир Овал 6*4",2.13,17.0,0,585,decorative,843.1,505.86
9705,gold,"2 Корунд синт. сапфир Груша 5*3; 6 Корунд синт. сапфир Круг 2,25; 2 Корунд синт. сапфир Круг 3,25; 1 Корунд синт. сапфир Овал 6*4",2.15,16.5,0,585,decorative,851.01,510.61
9706,gold,"2 Корунд синт. сапфир Груша 5*3; 6 Корунд синт. сапфир Круг 2,25; 2 Корунд синт. сапфир Круг 3,25; 1 Корунд синт. сапфир Овал 6*4",2.26,18.5,0,585,decorative,1056.64,528.32
9707,gold,None,1.01,15.0,0,585,engagement,487.95,243.98
9708,gold,None,1.04,17.0,0,585,engagement,502.4,251.20
9709,gold,None,0.98,16.5,0,585,engagement,706.43,423.86
9710,gold,None,0.99,16.5,0,585,engagement,713.64,428.18
9711,gold,None,1.0,16.5,0,585,engagement,720.85,432.51
9712,gold,None,1.01,16.5,0,585,engagement,728.06,436.84
9713,gold,None,1.02,16.5,1,585,engagement,735.27,220.58
9714,gold,None,1.04,17.0,0,585,engagement,749.68,449.81
9715,gold,"1 фианит 3,5 Круг",1.03,17.0,0,585,engagement,710.9,355.45
9716,gold,None,1.65,17.5,0,585,engagement,544.5,326.70
9717,gold,1 Фианит SWAROVSKI Круг 6,1.59,15.0,0,585,engagement,2305.5,461.10
9718,gold,"1БРКр-57 2/5A 0,28",1.58,16.5,0,585,engagement,7125.31,5700.25
9719,gold,"1БРКр-57 2/5A 0,28",1.61,16.0,0,585,engagement,5492.35,4393.88
9720,gold,"1БРКр-57 2/5A 0,28",1.68,17.0,0,585,engagement,3943.6,3154.88
9721,gold,"1БРКр-57 2/5A 0,28",1.59,16.0,0,585,engagement,3918.44,3134.75
9722,gold,"1БРКр-57 2/5A 0,28",1.64,17.5,0,585,engagement,4996.18,3996.94
9723,silver,None,2.66,22.0,0,925,pechatki,169.26,101.55
9724,silver,None,2.78,19.5,0,925,pechatki,176.89,106.13
9725,silver,None,3.11,21.0,0,925,pechatki,197.92,118.75
9726,gold,None,1.32,17.5,0,585,engagement,944.59,472.30
9727,gold,"12 фианит 1,0 Круг,1 фианит 3,5 Круг",1.35,16.5,0,585,decorative,925.82,462.91
9728,gold,None,4.53,19.0,0,585,pechatki,1954.02,1172.41
9729,gold,"3 Фианит круг 1,0=0,024; 3 Фианит круг 1,25=0,048; 1 Фианит круг 2,0=0,065; 1 Жемчуг культ. белый 8-8,5=3,156",2.38,17.0,0,585,decorative,310.0,62.00
9730,silver,"1 фианит Круг 6,0=1,46; 36 Фианит круг 1,0=0,288",2.18,18.0,0,925,decorative,78.24,46.94
9731,silver,"1 фианит Круг 6,0=1,46; 36 Фианит круг 1,0=0,288",2.08,15.5,0,925,decorative,82.74,49.64
9732,silver,"1 фианит Круг 6,0=1,46; 36 Фианит круг 1,0=0,288",2.0,15.0,0,925,decorative,71.8,43.08
9733,silver,"1 фианит Круг 6,0=1,46; 36 Фианит круг 1,0=0,288",1.99,15.0,0,925,decorative,71.42,42.85
9734,silver,"1 фианит Круг 6,0=1,46; 36 Фианит круг 1,0=0,288",2.05,15.5,0,925,decorative,73.57,44.14
9735,silver,"1 фианит Круг 6,0=1,46; 36 Фианит круг 1,0=0,288",2.05,15.5,0,925,decorative,73.57,44.14
9736,silver,"1 фианит Круг 6,0=1,46; 36 Фианит круг 1,0=0,288",2.11,15.5,0,925,decorative,75.75,45.45
9737,silver,"1 фианит Круг 6,0=1,46; 36 Фианит круг 1,0=0,288",2.14,17.0,0,925,decorative,103.9,62.34
9738,silver,None,1.98,17.0,0,925,decorative,203.8,122.28
9739,silver,None,2.04,17.5,0,925,decorative,175.56,105.34
9740,gold,"3 Топаз swiss Кв 2,50*2,50 0,380Ct, 12 Фианит Круг 1,00",1.54,16.0,0,585,decorative,718.53,431.12
9741,silver,None,2.01,17.0,0,925,decorative,341.92,68.38
9742,silver,None,1.88,16.0,0,925,decorative,121.92,73.15
9743,silver,None,1.92,17.0,0,925,decorative,103.55,62.13
9744,silver,None,1.79,15.5,0,925,decorative,64.28,38.57
9745,silver,None,1.98,18.5,0,925,decorative,80.59,48.35
9746,silver,None,2.0,15.5,0,925,decorative,71.8,43.08
9747,silver,None,1.96,17.5,0,925,decorative,105.76,63.46
9748,silver,None,1.93,18.5,0,925,decorative,516.55,103.31
9749,silver,None,1.73,16.0,0,925,decorative,112.16,67.30
9750,silver,None,2.0,17.5,0,925,decorative,129.64,77.78
9751,silver,None,2.97,19.0,0,925,decorative,423.52,84.70
9752,gold,"4 Бр Круг 17  0,016 2/3А; 2 Бр Круг 17  0,005 2/3А; 1 0,590 Изумруд нат. Груша 7*5 3/3",2.75,17.5,0,585,decorative,1655.86,1159.10
9753,gold,"4 Бр Круг 17  0,016 2/3А; 2 Бр Круг 17  0,005 2/3А; 1 0,590 Изумруд нат. Груша 7*5 3/3",2.8,17.0,0,585,decorative,2242.3,1569.61
9754,silver,"2 Гранат Груша 4*3; 2 Гранат Круг 2; 1 Гранат Маркиз 5*2,5; 10 Фианит бесцветный Круг 1",1.39,16.5,0,925,decorative,161.17,96.70
9755,gold,14 Бриллиант Кр-57-0.06ct-2/5А. 1 Бриллиант Кр-57-0.15ct-4/5А.,1.72,16.0,0,585,decorative,2123.25,1592.44
9756,gold,14 Бриллиант Кр-57-0.06ct-2/5А. 1 Бриллиант Кр-57-0.15ct-4/5А.,1.77,16.5,0,585,decorative,1821.97,1366.48
9757,gold,14 Бриллиант Кр-57-0.06ct-2/5А. 1 Бриллиант Кр-57-0.15ct-4/5А.,1.8,16.5,0,585,decorative,1885.41,1414.06
9758,silver,1 Фианит SWAROVSKI Круг 8,2.23,18.0,0,925,engagement,341.9,68.38
9765,gold,"1П-73 6/6A 1,03",2.08,17.0,0,585,engagement,21726.83,17381.46
9766,gold,"1П-73 6/6A 1,03",1.77,16.5,0,585,engagement,38352.94,30682.35
9767,gold,None,1.57,16.0,0,585,decorative,743.24,445.94
9768,gold,"16 Фианит бесцветный Круг 1; 2 Фианит бесцветный Круг 2; 2 Фианит бесцветный Круг 2,5; 1 Фианит бесцветный Круг 3,5",2.23,20.0,0,585,decorative,1319.36,659.68
9769,gold,"16 Фианит бесцветный Круг 1; 2 Фианит бесцветный Круг 2; 2 Фианит бесцветный Круг 2,5; 1 Фианит бесцветный Круг 3,5",2.07,18.5,0,585,decorative,1224.74,612.37
9770,gold,"16 Фианит бесцветный Круг 1; 2 Фианит бесцветный Круг 2; 2 Фианит бесцветный Круг 2,5; 1 Фианит бесцветный Круг 3,5",2.16,18.0,0,585,decorative,1277.96,638.98
9771,silver,None,2.02,16.0,0,925,decorative,465.27,93.05
9772,silver,None,2.17,17.5,0,925,decorative,465.27,93.05
9773,silver,None,2.05,16.0,0,925,decorative,465.27,93.05
9774,silver,1 Аметист Круг 6; 50 Фианит ЛСК Круг 1,2.61,17.0,0,925,decorative,373.65,74.73
9775,gold,1 Бриллиант Кр-57-0.08ct-3/5А.,1.17,17.0,0,585,engagement,1056.14,792.10
9776,silver,4 Топаз Овал 4*3; 1 Топаз Овал 6*4; 12 Фианит б/ц Круг 1,1.63,19.0,0,925,decorative,116.61,69.97
9777,gold,"6 Бр Круг 57 0,267 3/5А",2.2,16.5,0,585,decorative,2350.11,1762.58
9778,gold,1 Бриллиант Кр-57-0.14ct-4/5А,1.43,18.0,0,585,engagement,1640.62,1230.47
9779,gold,1 Бриллиант Кр-57-0.14ct-4/5А,1.36,16.0,0,585,engagement,1594.67,1196.00
9780,gold,None,3.24,18.0,0,585,pechatki,1808.67,1085.20
9781,gold,None,3.4,19.5,0,585,pechatki,1897.95,1138.77
9782,silver,None,8.23,19.5,0,925,decorative,350.19,245.13
9783,silver,None,9.05,18.5,0,925,decorative,350.24,245.17
9784,silver,None,1.99,16.5,0,925,decorative,230.8,138.48
9785,gold,None,1.18,17.0,0,585,engagement,594.53,297.27
9786,gold,None,1.23,15.5,0,585,engagement,886.62,531.97
9787,gold,None,1.24,15.5,0,585,engagement,893.83,536.30
9788,gold,None,1.27,16.0,0,585,engagement,915.44,549.26
9789,gold,None,1.29,16.5,0,585,engagement,929.92,557.95
9790,gold,None,1.3,17.5,0,585,engagement,937.13,562.28
9791,gold,None,1.31,17.5,0,585,engagement,944.34,566.60
9792,gold,None,1.33,16.0,0,585,engagement,958.76,575.25
9793,gold,None,1.33,16.5,0,585,engagement,958.76,575.25
9794,gold,None,1.39,17.5,1,585,engagement,1002.0,400.80
9795,gold,None,1.4,18.0,1,585,engagement,1009.2,403.68
9796,gold,None,1.4,18.0,1,585,engagement,1009.2,403.68
9797,gold,None,1.41,18.0,0,585,engagement,1016.41,609.85
9798,gold,None,1.42,18.0,0,585,engagement,1023.62,614.17
9799,gold,None,1.42,18.0,0,585,engagement,1023.62,614.17
9800,gold,"8 Бр Круг 17 0,060 2/3А; 7 0,596 Сапфир нат. Маркиз 4*2 2/2",2.0,17.5,0,585,decorative,1223.4,917.55
9801,gold,"8 Бр Круг 17 0,060 2/3А; 7 0,596 Сапфир нат. Маркиз 4*2 2/2",2.04,16.5,0,585,decorative,1543.81,1157.86
9802,silver,16 Фианит бесцв. Круг 1,2.26,18.0,0,925,decorative,341.92,68.38
9803,silver,16 Фианит бесцв. Круг 1,2.21,19.0,0,925,decorative,112.16,67.29
9804,silver,16 Фианит бесцв. Круг 1,2.2,19.0,0,925,decorative,457.58,91.52
9805,silver,None,7.19,17.0,0,925,decorative,197.37,138.16
9806,silver,None,7.24,18.0,0,925,decorative,265.42,185.79
9807,silver,1 Фианит SWAROVSKI Круг 5,1.28,17.0,0,925,engagement,70.25,42.15
9808,gold,"15 фианит 1,25 Круг; 1 фианит 5,0*5,0 Сердце",1.39,16.0,0,585,decorative,777.73,466.64
9809,gold,"15 фианит 1,25 Круг; 1 фианит 5,0*5,0 Сердце",1.5,17.0,0,585,decorative,839.28,503.57
9810,gold,"5БРКр-57 1/5A 0,33",1.95,17.0,0,585,decorative,3306.63,2645.30
9811,gold,"5БРКр-57 1/5A 0,33",1.99,16.0,0,585,decorative,3253.69,2602.95
9812,gold,"5БРКр-57 1/5A 0,33",2.04,16.0,0,585,decorative,3396.58,2717.26
9813,gold,"5БРКр-57 1/5A 0,33",2.04,16.0,0,585,decorative,3267.92,2614.34
9814,gold,"5БРКр-57 1/5A 0,33",2.04,16.5,0,585,decorative,3332.28,2665.82
9815,gold,"5БРКр-57 1/5A 0,33",2.05,18.0,0,585,decorative,3335.1,2668.08
9816,gold,"5БРКр-57 1/5A 0,33",2.08,17.0,0,585,decorative,3343.68,2674.94
9817,gold,"5БРКр-57 1/5A 0,33",2.08,17.5,0,585,decorative,3407.98,2726.38
9818,gold,"5БРКр-57 1/5A 0,33",2.14,17.5,0,585,decorative,3299.24,2639.39
9819,gold,"5БРКр-57 1/5A 0,33",2.14,18.0,0,585,decorative,3427.87,2742.30
9820,gold,"5БРКр-57 1/5A 0,33",2.15,17.5,0,585,decorative,3302.12,2641.70
9821,gold,"5БРКр-57 1/5A 0,33",2.16,18.0,0,585,decorative,3304.97,2643.98
9822,gold,"5БРКр-57 1/5A 0,33",2.0,16.5,0,585,decorative,3306.94,2645.55
9823,gold,14 Бриллиант Кр-57-0.07ct-2/5А. 6 Бриллиант Кр-57-0.08ct-2/5А. 1 Бриллиант Кр-57-0.03ct-2/5А.,1.32,16.5,0,585,decorative,1122.99,786.09
9824,silver,None,5.61,22.5,0,925,pechatki,441.96,265.17
9825,silver,None,5.63,22.0,0,925,pechatki,443.53,266.12
9826,silver,None,5.39,22.0,0,925,pechatki,424.62,254.77
9827,silver,None,5.11,20.5,1,925,pechatki,402.62,161.05
9828,silver,None,5.45,23.0,1,925,pechatki,429.35,171.74
9829,silver,None,5.75,21.0,0,925,pechatki,452.99,271.79
9830,silver,None,5.06,22.0,0,925,pechatki,398.63,239.18
9831,gold,"6 Бр Круг 57 0,268 3/6А",2.29,17.5,0,585,decorative,2038.28,1426.80
9832,gold,"6 Бр Круг 57 0,268 3/6А",2.37,17.5,0,585,decorative,2078.21,1454.75
9833,gold,None,3.27,18.5,0,585,pechatki,1267.35,760.41
9834,gold,"1 Цирконий кр 0,90 0,00",1.33,15.5,0,585,decorative,636.34,318.17
9835,gold,"1 Бр Круг 57 0,110 3/6А; 2 Бр Круг 57 0,075 3/6А",1.16,17.5,0,585,decorative,1314.18,919.93
9836,gold,None,1.15,16.5,0,585,decorative,678.88,407.33
9837,gold,None,1.05,16.0,0,585,decorative,474.88,284.93
9838,gold,"1 Бр Кр 57 3/6А 0,03ct",1.05,17.5,0,585,engagement,632.59,474.44
9839,silver,"1 Аметист Овал 10*8; 18 Фианит Кр 1,5",2.7,17.5,0,925,decorative,805.92,161.18
9840,silver,None,1.83,15.5,0,925,decorative,341.92,68.38
9841,silver,None,1.89,18.0,1,925,decorative,505.97,40.48
9842,silver,None,1.73,16.0,0,925,decorative,112.16,67.29
9843,silver,None,1.79,17.5,0,925,decorative,116.06,69.64
9844,silver,"1 Топаз Лондон Овал 7*5; 2 Фианит б/ц Круг 1,25; 20 Фианит б/ц Круг 1",1.84,18.5,0,925,decorative,212.85,127.71
9845,gold,None,4.34,20.5,0,585,pechatki,2078.3,1039.15
9846,gold,None,4.35,21.5,0,585,pechatki,2083.08,1041.54
9847,gold,None,4.37,22.5,0,585,pechatki,3113.23,1556.62
9848,gold,None,4.44,22.5,0,585,pechatki,3163.1,1581.55
9849,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.88,18.5,0,925,decorative,341.92,68.38
9850,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.91,18.5,0,925,decorative,341.91,68.38
9851,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.8,16.0,0,925,decorative,87.35,52.41
9852,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.79,16.5,0,925,decorative,113.04,67.82
9853,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.83,17.5,0,925,decorative,115.62,69.37
9854,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.87,17.0,0,925,decorative,118.11,70.87
9855,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.8,17.0,0,925,decorative,113.76,68.26
9856,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.75,16.5,0,925,decorative,110.55,66.33
9857,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.75,16.5,0,925,decorative,110.55,66.33
9858,silver,"1 фианит Круг 6,0=1,46; 16 Фианит круг 1,0=0,128",1.82,17.0,0,925,decorative,114.99,68.99
9859,gold,None,1.09,15.0,0,585,decorative,516.5,309.90
9860,silver,None,1.42,17.0,0,925,engagement,100.52,60.31
9861,silver,None,1.47,17.5,0,925,engagement,104.08,62.45
9862,silver,None,1.49,18.0,0,925,engagement,105.4,63.24
9863,silver,None,1.37,16.0,0,925,engagement,96.97,58.18
9864,silver,None,1.52,18.5,1,925,engagement,107.54,43.02
9865,silver,None,1.52,18.5,0,925,engagement,107.54,64.52
9866,silver,None,1.38,16.0,0,925,engagement,97.68,58.61
9867,silver,None,1.55,18.5,0,925,engagement,109.66,65.80
9868,silver,"2 Гранат Овал 4*3; 2 Гранат Груша 4*3; 2 Гранат Круг 2; 1 Гранат Круг 2,5; 2 Гранат Маркиз 4*2",1.53,17.0,0,925,decorative,947.77,189.55
9869,gold,None,1.37,15.0,0,585,engagement,651.86,325.93
9870,gold,None,1.35,16.0,0,585,engagement,669.87,334.94
9871,gold,None,1.39,17.0,0,585,engagement,991.32,594.79
9872,gold,None,1.4,16.5,1,585,engagement,998.47,299.54
9873,gold,None,1.42,16.5,0,585,engagement,1012.74,607.65
9874,gold,None,1.42,16.5,1,585,engagement,1012.74,405.10
9875,gold,None,1.42,17.0,0,585,engagement,1012.74,607.65
9876,gold,None,1.42,17.0,0,585,engagement,1012.74,607.65
9877,gold,None,1.43,17.0,0,585,engagement,1019.89,611.93
9878,gold,None,1.43,17.0,0,585,engagement,1019.89,611.93
9879,gold,None,1.43,17.0,0,585,engagement,1019.89,611.93
9880,gold,None,1.44,16.5,0,585,engagement,1027.02,616.21
9881,gold,None,1.44,17.0,0,585,engagement,1027.02,616.21
9882,gold,None,1.45,16.5,0,585,engagement,1034.17,620.50
9883,gold,None,1.47,16.5,0,585,engagement,1048.39,629.03
9884,gold,"2 Фианит бесцветный Круг 1,25; 2 Фианит бесцветный Круг 2; 1 Хризолит Круг 6",1.71,17.5,0,585,decorative,707.2,424.32
9885,gold,"2 Фианит бесцветный Круг 1,25; 2 Фианит бесцветный Круг 2; 1 Хризолит Круг 6",1.8,17.0,0,585,decorative,916.85,550.11
9886,gold,"2 Фианит бесцветный Круг 1,25; 2 Фианит бесцветный Круг 2; 1 Хризолит Круг 6",1.8,18.5,0,585,decorative,916.85,550.11
9888,silver,1 Фианит б/ц Круг 6,1.75,18.0,0,925,engagement,256.41,51.28
9889,silver,1 Фианит б/ц Круг 6,1.66,17.5,0,925,engagement,77.34,46.40
9890,silver,1 Фианит б/ц Круг 6,1.65,17.5,0,925,engagement,76.91,46.14
9891,silver,1 Фианит б/ц Круг 6,1.73,18.0,0,925,engagement,80.64,48.38
