артикул;материал;вес;размер;есть_дефект;проба;тип;цена_до_скидки
П7302-003К95;Золото;2.8;19,5;0;375;obruchalnye;1200
П7302-003К95;Золото;2.8;19,5;0;375;obruchalnye;1200
П7302-003К95;Золото;2.8;19,5;0;375;obruchalnye;1200
П7302-003К95;Золото;2.8;19,5;0;375;obruchalnye;1200
П7302-003К95;Золото;2.8;19,5;0;375;obruchalnye;1200
П7302-003К95;Золото;2.84;19,5;0;375;obruchalnye;1217.14
П7302-003К95;Золото;2.41;15,5;0;375;obruchalnye;998.44
П7302-003К95;Золото;2.72;18,5;0;375;obruchalnye;1126.87
П7302-003К95;Золото;2.72;18,5;0;375;obruchalnye;1126.87
П7302-003К95;Золото;2.72;18,5;0;375;obruchalnye;1165.71
П7302-003К95;Золото;3.13;20,5;0;375;obruchalnye;1296.73
П7302-003К95;Золото;3.13;20,5;0;375;obruchalnye;1296.73
П7302-003К95;Золото;3.47;23;0;375;obruchalnye;1487.14
П7302-003К95;Золото;3.38;22,5;0;375;obruchalnye;1400.3
П7302-003К95;Золото;2.65;17,5;0;375;obruchalnye;1135.71
П7302-003К95;Золото;2.65;17,5;0;375;obruchalnye;1097.87
П7302-003К95;Золото;2.94;19;0;375;obruchalnye;1218.01
П7302-003К95;Золото;3.14;21;0;375;obruchalnye;1300.87
П7302-003К95;Золото;3.15;21;0;375;obruchalnye;1350
П7302-003К95;Золото;3.15;21;0;375;obruchalnye;1350
П7302-003К95;Золото;3.15;21;0;375;obruchalnye;1350
П7302-003К95;Золото;3.15;21;0;375;obruchalnye;1350
П7302-003К95;Золото;2.95;19;0;375;obruchalnye;1222.16
П7302-003К95;Золото;3.41;23;0;375;obruchalnye;1412.73
П7302-003К95;Золото;3.41;23;0;375;obruchalnye;1461.42
П7302-003К95;Золото;2.98;20;0;375;obruchalnye;1277.14
П7302-003К95;Золото;2.98;20;0;375;obruchalnye;1277.14
П7302-003К95;Золото;2.98;20;0;375;obruchalnye;1277.14
П7302-003К95;Золото;2.98;20;0;375;obruchalnye;1234.58
П7302-003К95;Золото;2.98;20;0;375;obruchalnye;1277.14
П7302-003К95;Золото;2.98;20;0;375;obruchalnye;1277.14
П7302-003К95;Золото;2.98;20;0;375;obruchalnye;1277.14
П7302-003К95;Золото;2.26;15,5;0;375;obruchalnye;968.57
П7302-003К95;Золото;2.26;15,5;0;375;obruchalnye;968.57
П7302-003К95;Золото;2.26;15,5;0;375;obruchalnye;968.57
П7302-003К95;Золото;2.33;16;0;375;obruchalnye;998.57
П7302-003К95;Золото;2.46;17;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;17;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;17;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;17;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;17;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;17;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;17;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;17;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.56;17,5;0;375;obruchalnye;1097.14
П7302-003К95;Золото;2.57;17,5;0;375;obruchalnye;1101.42
П7302-003К95;Золото;2.57;17,5;0;375;obruchalnye;1101.42
П7302-003К95;Золото;2.88;20;0;375;obruchalnye;1234.28
П7302-003К95;Золото;2.88;20;0;375;obruchalnye;1234.28
П7302-003К95;Золото;2.88;20;0;375;obruchalnye;1234.28
П7302-003К95;Золото;2.88;20;0;375;obruchalnye;1234.28
П7302-003К95;Золото;2.94;20,5;0;375;obruchalnye;1260
П7302-003К95;Золото;2.94;20,5;0;375;obruchalnye;1260
П7302-003К95;Золото;3.06;21,5;0;375;obruchalnye;1311.42
П7302-003К95;Золото;3.07;21,5;0;375;obruchalnye;1315.71
П7302-003К95;Золото;2.45;17;0;375;obruchalnye;1050
П7302-003К95;Золото;2.78;19;0;375;obruchalnye;1191.42
П7302-003К95;Золото;3.15;22;0;375;obruchalnye;1350
П7302-003К95;Золото;3.32;23;0;375;obruchalnye;1422.85
П7302-003К95;Золото;2.41;23;0;375;obruchalnye;1032.85
П7302-003К95;Золото;2.87;20;0;375;obruchalnye;1230
П7302-003К95;Золото;2.87;20;0;375;obruchalnye;1230
П7302-003К95;Золото;3.22;22,5;0;375;obruchalnye;1380
П7302-003К95;Золото;3.13;22;0;375;obruchalnye;1341.42
П7302-003К95;Золото;2.92;20,5;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.25;15;0;375;obruchalnye;964.28
П7302-003К95;Золото;2.25;15;0;375;obruchalnye;964.28
П7302-003К95;Золото;2.25;15;0;375;obruchalnye;964.28
П7302-003К95;Золото;2.25;15;0;375;obruchalnye;964.28
П7302-003К95;Золото;2.31;15,5;0;375;obruchalnye;990
П7302-003К95;Золото;2.31;15,5;0;375;obruchalnye;990
П7302-003К95;Золото;2.31;15,5;0;375;obruchalnye;990
П7302-003К95;Золото;3.02;21,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;21,5;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3;21,5;0;375;obruchalnye;1285.71
П7302-003К95;Золото;3.03;21,5;0;375;obruchalnye;1298.57
П7302-003К95;Золото;2.38;16;0;375;obruchalnye;1020
П7302-003К95;Золото;2.38;16;0;375;obruchalnye;1020
П7302-003К95;Золото;2.38;16;0;375;obruchalnye;1020
П7302-003К95;Золото;2.38;16;0;375;obruchalnye;1020
П7302-003К95;Золото;2.38;16;0;375;obruchalnye;1020
П7302-003К95;Золото;2.85;20;0;375;obruchalnye;1221.42
П7302-003К95;Золото;2.92;19,5;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.92;19,5;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.92;19,5;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.92;19,5;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.92;19,5;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.92;19,5;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.54;17;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.92;21;0;375;obruchalnye;1710.27
П7302-003К95;Золото;2.92;21;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.92;21;0;375;obruchalnye;1251.42
П7302-003К95;Золото;2.69;18;0;375;obruchalnye;1152.85
П7302-003К95;Золото;2.39;16;0;375;obruchalnye;1024.28
П7302-003К95;Золото;2.39;16;0;375;obruchalnye;1024.28
П7302-003К95;Золото;2.99;20,5;0;375;obruchalnye;1281.42
П7302-003К95;Золото;2.91;20;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.58;17,5;0;375;obruchalnye;1105.71
П7302-003К95;Золото;2.58;17,5;0;375;obruchalnye;1105.71
П7302-003К95;Золото;3.15;21,5;0;375;obruchalnye;1350
П7302-003К95;Золото;3.15;21,5;0;375;obruchalnye;1350
П7302-003К95;Золото;2.57;17;0;375;obruchalnye;1101.42
П7302-003К95;Золото;2.28;15,5;0;375;obruchalnye;977.14
П7302-003К95;Золото;2.28;15,5;0;375;obruchalnye;977.14
П7302-003К95;Золото;2.28;15,5;0;375;obruchalnye;977.14
П7302-003К95;Золото;2.35;16,5;0;375;obruchalnye;1007.14
П7302-003К95;Золото;2.35;16,5;0;375;obruchalnye;1007.14
П7302-003К95;Золото;2.63;18,5;0;375;obruchalnye;1127.14
П7302-003К95;Золото;2.63;18,5;0;375;obruchalnye;1127.14
П7302-003К95;Золото;2.63;18,5;0;375;obruchalnye;1127.14
П7302-003К95;Золото;2.63;18,5;0;375;obruchalnye;1127.14
П7302-003К95;Золото;2.63;18,5;0;375;obruchalnye;1127.14
П7302-003К95;Золото;2.63;18,5;0;375;obruchalnye;1127.14
П7302-003К95;Золото;2.63;18,5;0;375;obruchalnye;1127.14
П7302-003К95;Золото;3.24;22;0;375;obruchalnye;1388.57
П7302-003К95;Золото;3.24;22;0;375;obruchalnye;1388.57
П7302-003К95;Золото;3.24;22;0;375;obruchalnye;1388.57
П7302-003К95;Золото;3.24;22;0;375;obruchalnye;1388.57
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.91;19,5;0;375;obruchalnye;1247.14
П7302-003К95;Золото;2.5;17,5;0;375;obruchalnye;1071.43
П7302-003К95;Золото;2.5;17,5;0;375;obruchalnye;1071.43
П7302-003К95;Золото;2.5;17,5;0;375;obruchalnye;1071.43
П7302-003К95;Золото;2.9;20;0;375;obruchalnye;1242.85
П7302-003К95;Золото;2.9;20;0;375;obruchalnye;1242.85
П7302-003К95;Золото;2.36;16,5;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.36;16,5;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.36;16,5;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.36;16,5;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.29;15,5;0;375;obruchalnye;981.43
П7302-003К95;Золото;2.46;17,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.46;17,5;0;375;obruchalnye;1054.28
П7302-003К95;Золото;2.47;17,5;0;375;obruchalnye;1058.57
П7302-003К95;Золото;2.47;17,5;0;375;obruchalnye;1058.57
П7302-003К95;Золото;2.47;17,5;0;375;obruchalnye;1058.57
П7302-003К95;Золото;2.47;17,5;0;375;obruchalnye;1058.57
П7302-003К95;Золото;2.47;17,5;0;375;obruchalnye;1058.57
П7302-003К95;Золото;2.98;20,5;0;375;obruchalnye;1277.14
П7302-003К95;Золото;2.98;20,5;0;375;obruchalnye;1277.14
П7302-003К95;Золото;2.49;17,5;0;375;obruchalnye;1067.14
П7302-003К95;Золото;2.67;19;0;375;obruchalnye;1144.28
П7302-003К95;Золото;2.67;19;0;375;obruchalnye;1144.28
П7302-003К95;Золото;2.67;19;0;375;obruchalnye;1144.28
П7302-003К95;Золото;2.67;19;0;375;obruchalnye;1144.28
П7302-003К95;Золото;2.67;19;0;375;obruchalnye;1144.28
П7302-003К95;Золото;2.67;19;0;375;obruchalnye;1144.28
П7302-003К95;Золото;2.67;19;0;375;obruchalnye;1144.28
П7302-003К95;Золото;3.13;21;0;375;obruchalnye;1341.42
П7302-003К95;Золото;3.13;21;0;375;obruchalnye;1341.42
П7302-003К95;Золото;2.27;16;0;375;obruchalnye;972.85
П7302-003К95;Золото;2.27;16;0;375;obruchalnye;972.85
П7302-003К95;Золото;2.35;16;0;375;obruchalnye;1007.14
П7302-003К95;Золото;2.35;16;0;375;obruchalnye;1007.14
П7302-003К95;Золото;2.35;16;0;375;obruchalnye;1007.14
П7302-003К95;Золото;2.35;16;0;375;obruchalnye;1007.14
П7302-003К95;Золото;2.35;16;0;375;obruchalnye;1007.14
П7302-003К95;Золото;2.66;19;0;375;obruchalnye;1140
П7302-003К95;Золото;2.66;19;0;375;obruchalnye;1140
П7302-003К95;Золото;2.66;19;0;375;obruchalnye;1140
П7302-003К95;Золото;2.66;19;0;375;obruchalnye;1140
П7302-003К95;Золото;2.66;19;0;375;obruchalnye;1140
П7302-003К95;Золото;2.44;17;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;17;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;17;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;17;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;17;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.54;18;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.54;18;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.54;18;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.54;18;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.62;18,5;0;375;obruchalnye;1122.85
П7302-003К95;Золото;2.62;18,5;0;375;obruchalnye;1122.85
П7302-003К95;Золото;2.62;18,5;0;375;obruchalnye;1122.85
П7302-003К95;Золото;2.68;19;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.68;19;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.68;19;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.68;19;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.68;19;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.68;19;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.34;16;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.34;16;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.34;16;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.47;17;0;375;obruchalnye;1058.57
П7302-003К95;Золото;2.47;17;0;375;obruchalnye;1058.57
П7302-003К95;Золото;2.47;17;0;375;obruchalnye;1058.57
П7302-003К95;Золото;2.55;18;0;375;obruchalnye;1092.85
П7302-003К95;Золото;2.55;18;0;375;obruchalnye;1092.85
П7302-003К95;Золото;2.55;18;0;375;obruchalnye;1092.85
П7302-003К95;Золото;2.55;18;0;375;obruchalnye;1092.85
П7302-003К95;Золото;2.55;18;0;375;obruchalnye;1092.85
П7302-003К95;Золото;2.64;18,5;0;375;obruchalnye;1131.42
П7302-003К95;Золото;2.64;18,5;0;375;obruchalnye;1131.42
П7302-003К95;Золото;2.64;18,5;0;375;obruchalnye;1131.42
П7302-003К95;Золото;2.64;18,5;0;375;obruchalnye;1131.42
П7302-003К95;Золото;2.32;16;0;375;obruchalnye;994.28
П7302-003К95;Золото;2.43;17;0;375;obruchalnye;1041.43
П7302-003К95;Золото;2.43;17;0;375;obruchalnye;1041.43
П7302-003К95;Золото;2.43;17;0;375;obruchalnye;1041.43
П7302-003К95;Золото;2.43;17;0;375;obruchalnye;1041.43
П7302-003К95;Золото;2.53;18;0;375;obruchalnye;1084.28
П7302-003К95;Золото;2.53;18;0;375;obruchalnye;1084.28
П7302-003К95;Золото;2.53;18;0;375;obruchalnye;1084.28
П7302-003К95;Золото;2.53;18;0;375;obruchalnye;1084.28
П7302-003К95;Золото;2.65;19;0;375;obruchalnye;1135.71
П7302-003К95;Золото;2.24;15;0;375;obruchalnye;960
П7302-003К95;Золото;2.24;15;0;375;obruchalnye;960
П7302-003К95;Золото;2.24;15;0;375;obruchalnye;960
П7302-003К95;Золото;2.29;16;0;375;obruchalnye;981.43
П7302-003К95;Золото;2.29;16;0;375;obruchalnye;981.43
П7302-003К95;Золото;2.29;16;0;375;obruchalnye;981.43
П7302-003К95;Золото;2.48;18;0;375;obruchalnye;1062.85
П7302-003К95;Золото;2.48;18;0;375;obruchalnye;1062.85
П7302-003К95;Золото;2.48;18;0;375;obruchalnye;1062.85
П7302-003К95;Золото;2.41;17;0;375;obruchalnye;1032.85
П7302-003К95;Золото;2.41;17;0;375;obruchalnye;1032.85
П7302-003К95;Золото;2.41;17;0;375;obruchalnye;1032.85
П7302-003К95;Золото;2.41;17;0;375;obruchalnye;1032.85
П7302-003К95;Золото;2.7;19;0;375;obruchalnye;1157.14
П7302-003К95;Золото;2.7;19;0;375;obruchalnye;1157.14
П7302-003К95;Золото;3.11;21,5;0;375;obruchalnye;1332.85
П7302-003К95;Золото;2.36;16;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.36;16;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.36;16;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.36;16;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.36;16;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.36;16;0;375;obruchalnye;1011.43
П7302-003К95;Золото;2.72;19,5;0;375;obruchalnye;1165.71
П7302-003К95;Золото;2.72;19,5;0;375;obruchalnye;1165.71
П7302-003К95;Золото;2.72;19,5;0;375;obruchalnye;1165.71
П7302-003К95;Золото;2.76;19,5;0;375;obruchalnye;1182.85
П7302-003К95;Золото;2.89;20;0;375;obruchalnye;1238.57
П7302-003К95;Золото;2.55;17,5;0;375;obruchalnye;1092.85
П7302-003К95;Золото;2.77;19,5;0;375;obruchalnye;1187.14
П7302-003К95;Золото;2.77;19,5;0;375;obruchalnye;1187.14
П7302-003К95;Золото;2.31;16;0;375;obruchalnye;990
П7302-003К95;Золото;2.34;16,5;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.34;16,5;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.34;16,5;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.34;16,5;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.34;16,5;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.34;16,5;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.34;16,5;0;375;obruchalnye;1002.85
П7302-003К95;Золото;2.52;17,5;0;375;obruchalnye;1080
П7302-003К95;Золото;2.52;17,5;0;375;obruchalnye;1080
П7302-003К95;Золото;2.52;17,5;0;375;obruchalnye;1080
П7302-003К95;Золото;2.52;17,5;0;375;obruchalnye;1080
П7302-003К95;Золото;2.52;17,5;0;375;obruchalnye;1080
П7302-003К95;Золото;2.52;17,5;0;375;obruchalnye;1080
П7302-003К95;Золото;2.72;19;0;375;obruchalnye;1165.71
П7302-003К95;Золото;2.73;19;0;375;obruchalnye;1170
П7302-003К95;Золото;2.73;19;0;375;obruchalnye;1170
П7302-003К95;Золото;2.73;19;0;375;obruchalnye;1170
П7302-003К95;Золото;2.73;19;0;375;obruchalnye;1170
П7302-003К95;Золото;2.73;19;0;375;obruchalnye;1170
П7302-003К95;Золото;2.74;19;0;375;obruchalnye;1174.28
П7302-003К95;Золото;3.01;21;0;375;obruchalnye;1290
П7302-003К95;Золото;3.01;21;0;375;obruchalnye;1290
П7302-003К95;Золото;3.01;21;0;375;obruchalnye;1290
П7302-003К95;Золото;3.01;21;0;375;obruchalnye;1290
П7302-003К95;Золото;3.01;21;0;375;obruchalnye;1290
П7302-003К95;Золото;3.02;21;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;21;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;21;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.02;21;0;375;obruchalnye;1294.28
П7302-003К95;Золото;3.04;21,5;0;375;obruchalnye;1302.85
П7302-003К95;Золото;3.1;22;0;375;obruchalnye;1328.57
П7302-003К95;Золото;3.1;22;0;375;obruchalnye;1328.57
П7302-003К95;Золото;3.16;22,5;0;375;obruchalnye;1354.28
П7302-003К95;Золото;3.16;22,5;0;375;obruchalnye;1354.28
П7302-003К95;Золото;3.16;22,5;0;375;obruchalnye;1354.28
П7302-003К95;Золото;2.19;16,5;0;375;obruchalnye;938.57
П7302-003К95;Золото;2.23;16,5;0;375;obruchalnye;955.71
П7302-003К95;Золото;2.26;15;0;375;obruchalnye;968.57
П7302-003К95;Золото;2.29;15;0;375;obruchalnye;981.43
П7302-003К95;Золото;2.29;15;0;375;obruchalnye;981.43
П7302-003К95;Золото;2.37;16;0;375;obruchalnye;1015.71
П7302-003К95;Золото;2.37;16;0;375;obruchalnye;1015.71
П7302-003К95;Золото;2.38;17;0;375;obruchalnye;1020
П7302-003К95;Золото;2.38;17;0;375;obruchalnye;1020
П7302-003К95;Золото;2.38;17;0;375;obruchalnye;1020
П7302-003К95;Золото;2.38;17;0;375;obruchalnye;1020
П7302-003К95;Золото;2.39;17;0;375;obruchalnye;1024.28
П7302-003К95;Золото;2.39;17;0;375;obruchalnye;1024.28
П7302-003К95;Золото;2.4;17;0;375;obruchalnye;1028.57
П7302-003К95;Золото;2.44;16,5;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;16,5;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;16,5;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;16,5;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;16,5;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.44;16,5;0;375;obruchalnye;1045.71
П7302-003К95;Золото;2.45;16,5;0;375;obruchalnye;1050
П7302-003К95;Золото;2.45;16,5;0;375;obruchalnye;1050
П7302-003К95;Золото;2.45;16,5;0;375;obruchalnye;1050
П7302-003К95;Золото;2.45;16,5;0;375;obruchalnye;1050
П7302-003К95;Золото;2.45;16,5;0;375;obruchalnye;1050
П7302-003К95;Золото;2.45;16,5;0;375;obruchalnye;1050
П7302-003К95;Золото;2.45;16,5;0;375;obruchalnye;1050
П7302-003К95;Золото;2.53;17,5;0;375;obruchalnye;1084.28
П7302-003К95;Золото;2.54;17,5;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.54;17,5;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.54;17,5;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.54;17,5;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.54;17,5;0;375;obruchalnye;1088.57
П7302-003К95;Золото;2.57;18;0;375;obruchalnye;1101.42
П7302-003К95;Золото;2.57;18;0;375;obruchalnye;1101.42
П7302-003К95;Золото;2.57;18;0;375;obruchalnye;1101.42
П7302-003К95;Золото;2.57;18;0;375;obruchalnye;1101.42
П7302-003К95;Золото;2.57;18;0;375;obruchalnye;1101.42
П7302-003К95;Золото;2.58;18;0;375;obruchalnye;1105.71
П7302-003К95;Золото;2.6;18;0;375;obruchalnye;1114.28
П7302-003К95;Золото;2.68;18,5;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.68;18,5;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.68;18,5;0;375;obruchalnye;1148.57
П7302-003К95;Золото;2.69;18,5;0;375;obruchalnye;1152.85
П7302-003К95;Золото;2.69;18,5;0;375;obruchalnye;1152.85
П7302-003К95;Золото;2.69;18,5;0;375;obruchalnye;1152.85
П7302-003К95;Золото;2.69;19;0;375;obruchalnye;1152.85
П7302-003К95;Золото;2.69;19;0;375;obruchalnye;1152.85
П7302-003К95;Золото;2.7;18,5;0;375;obruchalnye;1157.14
П7302-003К95;Золото;2.71;18,5;0;375;obruchalnye;1161.42
П7302-003К95;Золото;2.75;20;0;375;obruchalnye;1178.57
П7302-003К95;Золото;2.82;20;0;375;obruchalnye;1208.57
П7302-003К95;Золото;3.1;21,5;0;375;obruchalnye;1328.57
П7302-003К95;Золото;3.12;21,5;0;375;obruchalnye;1337.14
П7302-003К95;Золото;3.12;21,5;0;375;obruchalnye;1337.14
П7302-003К95;Золото;3.12;21,5;0;375;obruchalnye;1337.14
П7302-003К95;Золото;3.12;21,5;0;375;obruchalnye;1337.14
П7302-003К95;Золото;3.13;21,5;0;375;obruchalnye;1341.42
П7302-003К95;Золото;3.13;21,5;0;375;obruchalnye;1341.42
П7302-003К95;Золото;3.13;21,5;0;375;obruchalnye;1341.42
П7302-003К95;Золото;3.13;21,5;0;375;obruchalnye;1341.42
П7302-003К95;Золото;3.13;21,5;0;375;obruchalnye;1341.42
П7302-003К95;Золото;3.13;21,5;0;375;obruchalnye;1341.42
П7302-003К95;Золото;2.78;19,5;0;375;obruchalnye;1191.42
94012213;Серебро;1.72;18,5;0;925;dekorativnye_1;95.55
94012213;Серебро;1.73;18,5;0;925;dekorativnye_1;96.08
94012213;Серебро;1.77;18,5;0;925;dekorativnye_1;98.31
94012213;Серебро;1.78;17,5;0;925;dekorativnye_1;96.26
94012213;Серебро;1.74;18,5;0;925;dekorativnye_1;96.62
П7302-001К14;Золото;2.38;15;0;585;obruchalnye;1196.78
П7302-001К14;Золото;2.46;15,5;0;585;obruchalnye;1237.01
П7302-001К14;Золото;2.49;16;0;585;obruchalnye;1422.86
П7302-001К14;Золото;2.53;16;0;585;obruchalnye;1445.72
П7302-001К14;Золото;2.54;18;0;585;obruchalnye;1487.7
П7302-001К14;Золото;2.55;16;0;585;obruchalnye;1347.85
П7302-001К14;Золото;2.56;18;0;585;obruchalnye;1499.42
П7302-001К14;Золото;2.58;17,5;0;585;obruchalnye;1511.13
П7302-001К14;Золото;2.58;17,5;0;585;obruchalnye;1511.13
П7302-001К14;Золото;2.58;17,5;0;585;obruchalnye;1511.13
П7302-001К14;Золото;2.58;17,5;0;585;obruchalnye;1511.13
П7302-001К14;Золото;2.58;17,5;0;585;obruchalnye;1511.13
П7302-001К14;Золото;2.58;17,5;0;585;obruchalnye;1511.13
П7302-001К14;Золото;2.59;17,5;0;585;obruchalnye;1516.99
П7302-001К14;Золото;2.59;18;0;585;obruchalnye;1516.99
П7302-001К14;Золото;2.62;17,5;0;585;obruchalnye;1534.56
П7302-001К14;Золото;2.62;17,5;0;585;obruchalnye;1534.56
П7302-001К14;Золото;2.62;18,5;0;585;obruchalnye;1534.56
П7302-001К14;Золото;2.78;19;0;585;obruchalnye;1628.27
П7302-001К14;Золото;2.78;19;0;585;obruchalnye;1628.27
П7302-001К14;Золото;2.78;19;0;585;obruchalnye;1628.27
П7302-001К14;Золото;2.78;19;0;585;obruchalnye;1628.27
П7302-001К14;Золото;2.8;19;0;585;obruchalnye;1639.99
П7302-001К14;Золото;2.8;19;0;585;obruchalnye;1639.99
П7302-001К14;Золото;2.82;19;0;585;obruchalnye;1651.7
П7302-001К14;Золото;2.82;19;0;585;obruchalnye;1651.7
П7302-001К14;Золото;2.84;19;0;585;obruchalnye;1663.42
П7302-001К14;Золото;2.85;19;0;585;obruchalnye;1669.27
П7302-001К14;Золото;2.85;19;0;585;obruchalnye;1669.27
П7302-001К14;Золото;2.9;19,5;0;585;obruchalnye;1698.56
П7302-001К14;Золото;2.9;19,5;0;585;obruchalnye;1698.56
П7302-001К14;Золото;2.94;20;0;585;obruchalnye;1721.99
П7302-001К14;Золото;2.94;20;0;585;obruchalnye;1680
П7302-001К14;Золото;2.96;19,5;0;585;obruchalnye;1733.7
П7302-001К14;Золото;2.96;20;0;585;obruchalnye;1733.7
П7302-001К14;Золото;2.96;20;0;585;obruchalnye;1733.7
П7302-001К14;Золото;2.96;20;0;585;obruchalnye;1733.7
П7302-001К14;Золото;3.02;20,5;0;585;obruchalnye;1768.84
П7302-001К14;Золото;3.07;20,5;0;585;obruchalnye;1798.13
П7302-001К14;Золото;3.18;21;0;585;obruchalnye;1862.56
П7302-001К14;Золото;3.18;21;0;585;obruchalnye;1862.56
П7302-001К14;Золото;3.2;21;0;585;obruchalnye;1874.27
П7302-001К14;Золото;3.22;21;0;585;obruchalnye;1885.99
П7302-001К14;Золото;3.24;21,5;0;585;obruchalnye;1897.7
П7302-001К14;Золото;3.25;21;0;585;obruchalnye;1903.56
П7302-001К14;Золото;3.25;21;0;585;obruchalnye;1903.56
П7302-001К14;Золото;3.25;21,5;0;585;obruchalnye;1903.56
П7302-001К14;Золото;3.26;21,5;0;585;obruchalnye;1639.32
П7302-001К14;Золото;3.26;22,5;0;585;obruchalnye;1909.41
П7302-001К14;Золото;3.27;21,5;0;585;obruchalnye;1915.27
П7302-001К14;Золото;3.3;21,5;0;585;obruchalnye;1932.84
П7302-001К14;Золото;3.3;21,5;0;585;obruchalnye;1932.84
П7302-001К14;Золото;3.3;21,5;0;585;obruchalnye;1932.84
П7302-001К14;Золото;3.3;21,5;0;585;obruchalnye;1932.84
